Path,File type,File size,Category,Proposed action,Reason,Attribution required,Safe to delete,Final action
docs/assets/readme/architecture/critical_boundary_safety_guard.png,.png,5789750,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/architecture/final_system_design.png,.png,5612778,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/architecture/model_development_journey.png,.png,3911414,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/charts/.gitkeep,.gitkeep,48,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/hero/aeroguard_phm_hero.png,.png,6801018,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/hero/rul_problem_statement.png,.png,5421019,Keep,Keep,README asset or asset plan.,No,No,Kept
docs/assets/readme/screenshots/.gitkeep,.gitkeep,53,Keep,Keep,README asset or asset plan.,No,No,Kept
examples/api_request.json,.json,48462,Keep,Keep,"Project source, config, docs, tests or curated example.",No,No,Kept
examples/batch_inference_example.py,.py,416,Keep,Keep,"Project source, config, docs, tests or curated example.",No,No,Kept
examples/sample_engine_history.csv,.csv,15337,Keep,Keep,"Project source, config, docs, tests or curated example.",No,No,Kept
examples/sample_prediction.json,.json,1441,Keep,Keep,"Project source, config, docs, tests or curated example.",No,No,Kept
reports/aerokan_phm/abstention_metrics.json,.json,218,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/benchmark_metrics.json,.json,958,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/benchmark_metrics_by_subset.csv,.csv,2114,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/benchmark_predictions.csv,.csv,1799225,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/benchmark_safety_metrics.json,.json,484,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/candidate_registry.json,.json,2861,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/corrected_oof_predictions.csv,.csv,35367250,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/engineering_feature_registry.json,.json,2991,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/feature_leakage_audit.json,.json,177,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/finalist_cross_validation_metrics.csv,.csv,2790,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/finalist_selection.json,.json,4906,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/freeze_decision.json,.json,367,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/kan_curve_stability.csv,.csv,107918,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/kan_edge_importance.csv,.csv,9615,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/kan_pruning_results.csv,.csv,169,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/kan_symbolic_approximations.csv,.csv,3045,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/local_kan_explanations.json,.json,6485,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/locked_abstention_policy.json,.json,164,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/locked_aerokan_model.json,.json,9372,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/locked_maintenance_policy.json,.json,649,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/locked_uncertainty_method.json,.json,257,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/maintenance_policy_candidates.csv,.csv,4732,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/paired_bootstrap_results.csv,.csv,1449,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/phase5b_phase5c_phase5d_comparison.csv,.csv,1402,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/run_summary.json,.json,22693,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/screening_metrics.csv,.csv,4905,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/source_artifact_manifest.json,.json,4872,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/source_validation.json,.json,485,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/uncertainty_metrics.json,.json,193,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/active_kan_feature_importance.png,.png,68957,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/base_vs_corrected_predicted_rul.png,.png,77064,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/base_vs_corrected_residual_distributions.png,.png,21623,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/candidate_critical_optimistic_rate.png,.png,55915,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/candidate_nasa_score.png,.png,59364,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/candidate_validation_rmse.png,.png,59694,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/correction_by_operating_regime.png,.png,18028,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/correction_by_support_category.png,.png,25906,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/correction_by_true_rul_band.png,.png,24281,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/correction_magnitude_distribution.png,.png,14056,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/coverage_vs_nominal_level.png,.png,33810,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/critical_engine_prediction_comparison.png,.png,35929,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/critical_miss_proxy_by_candidate.png,.png,56897,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/fold_to_fold_kan_curve_stability.png,.png,28504,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/freeze_readiness_summary.png,.png,11607,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/interval_width_comparison.png,.png,19624,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/learned_univariate_kan_curves.png,.png,133411,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/maintenance_recall_vs_workload.png,.png,14302,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/phase5b_phase5c_phase5d_paired_bootstrap_forest.png,.png,25430,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/previously_missed_critical_engine_corrections.png,.png,28661,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/pruning_performance_tradeoff.png,.png,20058,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/risk_coverage_curve.png,.png,31636,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/seed_to_seed_curve_stability.png,.png,31586,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm/figures/symbolic_approximation_fidelity.png,.png,11001,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_critical_gate/abstention_policy_audit.json,.json,763,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/benchmark_fixed_policy_metrics.json,.json,374,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/benchmark_metrics.json,.json,1024,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/benchmark_predictions.csv,.csv,368075,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/benchmark_reselected_policy_metrics.json,.json,272,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/corrected_oof_predictions.csv,.csv,35852955,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/correction_candidate_metrics.csv,.csv,2080,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/finalist_cross_validation_metrics.csv,.csv,804,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/fixed_policy_comparison.csv,.csv,2000,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/freeze_decision.json,.json,180,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/gate_candidate_metrics.csv,.csv,2685,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/gate_cascade_metrics.csv,.csv,3336,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/gate_failure_decomposition.csv,.csv,161,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/local_explanations.json,.json,4196,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/locked_abstention_policy.json,.json,145,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/locked_maintenance_policy.json,.json,173,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/locked_uncertainty_method.json,.json,307,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/metric_definition_audit.json,.json,1420,Keep,Keep,Curated final selected-system evidence.,No,No,Kept
reports/aerokan_phm_critical_gate/one_sided_invariant_audit.csv,.csv,89157,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/paired_bootstrap_results.csv,.csv,2381,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/phase5d1_root_cause_audit.json,.json,7222,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/prebenchmark_lock_manifest.json,.json,5562,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/prediction_alignment_audit.csv,.csv,29601,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/prediction_alignment_summary.json,.json,537,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/run_summary.json,.json,15912,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/safety_target_registry.json,.json,1260,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/source_artifact_manifest.json,.json,5187,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/source_validation.json,.json,301,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/additive_kan_curves.png,.png,13890,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/cascade_recall_vs_activation.png,.png,21028,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/correction_by_gate_combination.png,.png,15867,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/critical_and_optimism_gate_pr_curves.png,.png,34018,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/critical_miss_failure_decomposition.png,.png,16189,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/fixed_policy_critical_misses_by_phase.png,.png,39140,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/fixed_policy_prediction_comparison.png,.png,22379,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/fixed_policy_recall_vs_workload.png,.png,19320,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/freeze_readiness_summary.png,.png,11916,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/gate_activation_by_safety_state.png,.png,20680,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/kan_feature_importance.png,.png,15403,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/paired_bootstrap_forest_plot.png,.png,62559,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/phase5d1_invariant_audit.png,.png,17228,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/policy_specific_critical_recall_matrix.png,.png,43508,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/pruning_fidelity.png,.png,18426,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/reselected_policy_recall_vs_workload.png,.png,31266,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_critical_gate/figures/severe_optimism_before_after_correction.png,.png,22411,Add to .gitignore,Ignore,Detailed generated experiment output.,No,No,Ignored
reports/aerokan_phm_selective/abstention_metrics.json,.json,233,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/benchmark_metrics.json,.json,1918,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/benchmark_metrics_by_subset.csv,.csv,1853,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/benchmark_predictions.csv,.csv,1843372,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/benchmark_safety_metrics.json,.json,787,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/corrected_oof_predictions.csv,.csv,36783596,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/correction_candidate_registry.json,.json,6824,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/correction_screening_metrics.csv,.csv,17022,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/dangerous_optimism_definition.json,.json,1662,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/feature_leakage_audit.json,.json,272,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/finalist_cross_validation_metrics.csv,.csv,10231,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/freeze_decision.json,.json,372,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/gate_calibration_metrics.csv,.csv,1617,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/gate_candidate_metrics.csv,.csv,1741,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/gate_feature_registry.json,.json,1818,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/kan_curve_stability.csv,.csv,88487,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/kan_edge_importance.csv,.csv,1018,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/kan_pruning_results.csv,.csv,248,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/kan_symbolic_approximations.csv,.csv,2043,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/local_explanations.json,.json,25306,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/locked_abstention_policy.json,.json,252,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/locked_maintenance_policy.json,.json,721,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/locked_uncertainty_method.json,.json,343,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/maintenance_policy_candidates.csv,.csv,5290,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/paired_bootstrap_results.csv,.csv,1655,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/phase5c_phase5d_phase5d1_comparison.csv,.csv,2389,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/prebenchmark_lock_manifest.json,.json,12076,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/run_summary.json,.json,40525,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/selective_correction_metrics.csv,.csv,1573,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/source_artifact_manifest.json,.json,5479,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/source_validation.json,.json,492,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/uncertainty_metrics.json,.json,194,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/additive_kan_feature_importance.png,.png,67369,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/base_vs_selective_corrected_rul.png,.png,38055,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/correction_magnitude_by_gate_probability.png,.png,74274,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/correction_magnitude_by_true_rul_band.png,.png,34889,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/coverage_by_gate_state.png,.png,11882,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/coverage_vs_nominal_level.png,.png,33810,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/critical_correction_distribution.png,.png,15790,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/dangerous_recall_vs_activation_rate.png,.png,16943,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/freeze_readiness_summary.png,.png,12820,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/gate_activation_by_rul_band.png,.png,18265,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/gate_calibration_curve.png,.png,24984,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/gate_failed_critical_engines.png,.png,31421,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/gate_precision_recall_curve.png,.png,21626,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/gate_roc_curve.png,.png,17531,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/kan_curve_stability.png,.png,73487,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/learned_kan_edge_curves.png,.png,135742,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/maintenance_recall_vs_workload.png,.png,27344,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/paired_bootstrap_forest_plot.png,.png,58773,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/phase5c_phase5d_phase5d1_residuals.png,.png,22411,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/previously_missed_critical_engine_corrections.png,.png,28615,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/pruning_fidelity.png,.png,20691,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/risk_coverage_curve.png,.png,32783,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/safe_row_unnecessary_correction_distribution.png,.png,15403,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/aerokan_phm_selective/figures/unchanged_vs_corrected_engine_distribution.png,.png,12684,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/benchmark_metrics.json,.json,2182,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/benchmark_predictions.csv,.csv,155850,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/classical_benchmark_manifest.json,.json,12665,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/classical_vs_deep.csv,.csv,2091,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/classical_vs_deep_uncertainty.csv,.csv,1118,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/cross_validation_splits.json,.json,47816,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_maintenance_policy_metrics.json,.json,2106,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_maintenance_recommendations.csv,.csv,170671,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_model_ranking.csv,.csv,286,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_model_registry.json,.json,965,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_uncertainty_cv_metrics.csv,.csv,1958,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_uncertainty_metrics.json,.json,10985,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/deep_uncertainty_predictions.csv,.csv,581917,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/finalist_cross_validation_metrics.csv,.csv,286,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/final_fit_metadata.json,.json,3572,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/locked_deep_model.json,.json,552,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/locked_deep_uncertainty_method.json,.json,1586,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/metrics_by_regime.csv,.csv,1333,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/metrics_by_rul_band.csv,.csv,1117,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/metrics_by_subset.csv,.csv,903,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/model_efficiency.csv,.csv,1678,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/run_summary.json,.json,62590,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/screening_metrics.csv,.csv,842,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/screening_split.json,.json,12849,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/sequence_audit.csv,.csv,29463,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD001_0031_deep_example.png,.png,11421,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD001_0048_deep_example.png,.png,12233,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD001_0067_deep_example.png,.png,13740,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD002_0170_deep_example.png,.png,14040,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD003_0016_deep_example.png,.png,13892,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD004_0001_deep_example.png,.png,12404,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD004_0022_deep_example.png,.png,10963,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/engine_examples/FD004_0179_deep_example.png,.png,11981,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/abstention_tradeoff.png,.png,22329,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/best_epoch_by_architecture.png,.png,21593,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/classical_vs_deep_calibration.png,.png,28495,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/classical_vs_deep_interval_width.png,.png,28071,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/classical_vs_deep_performance_by_subset.png,.png,23970,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/cpu_latency_vs_rmse.png,.png,22900,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/deep_interval_width_by_subset.png,.png,18571,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/deep_uncertainty_coverage_vs_nominal.png,.png,45645,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
reports/deep_rul/figures/error_by_operating_regime.png,.png,19452,Add to .gitignore,Ignore,Generated intermediate report output.,No,No,Ignored
